property_url,listing_title,property_id,total_price,unit_price,alley_width,image_url,city,district,features,property_description,scraping_time
https://onehousing.vn/bds/Nha-mat-ngo-cach-To-Hien-Thanh-15m--P--Pho-Hue--Q--Hai-Ba-Trung--TP--Ha-Noi.QQD9M2,"Nhà mặt ngõ cách Tô Hiến Thành 15m, P. Phố Huế, Q. Hai Bà Trưng, TP. Hà Nội",QQD9M2,11.9 tỷ,372 triệu/m²,"Độ rộng ngõ
1m - 1.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/fca61ef5-4953-48ca-965d-02dc3800038c/2c9427839a4a2959019b4a4bc95f6183_CLONE/LIVING_ROOM/image_picker_064526D6-A736-4F2F-AC98-C50F2349F36C-6584-0000012986D7203F_1766478614167.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Nam - 6.3m; Số tầng: 3; Diện tích: 32 m²,,1768461755
https://onehousing.vn/bds/Nha-mat-ngo-cach-Dai-Co-Viet-30m--P--Le-Dai-Hanh--Q--Hai-Ba-Trung--TP--Ha-Noi.ZJ7LUJ,"Nhà mặt ngõ cách Đại Cồ Việt 30m, P. Lê Đại Hành, Q. Hai Bà Trưng, TP. Hà Nội",ZJ7LUJ,6.85 tỷ,348 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/7bc67e89-12ef-4485-b0ec-34ef45b9f60a/2c94211a9a4a2a77019b8e8f50d07860_CLONE/LIVING_ROOM/image_picker_203F760D-7EE2-4E18-9987-F26573B23FEC-73706-00001A420C83939F_1767623994197.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Tây Bắc - 6.9m; Số tầng: 3.5; Diện tích: 19.7 m²,,1768461759
https://onehousing.vn/bds/Nha-mat-ngo-cach-Tuu-Phuc-50m--P--Minh-Khai--Q--Bac-Tu-Liem--TP--Ha-Noi.QOPEXN,"Nhà mặt ngõ cách Tựu Phúc 50m, P. Minh Khai, Q. Bắc Từ Liêm, TP. Hà Nội",QOPEXN,7.7 tỷ,241 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/df515fb6-de77-4632-8daa-c325ec47ca26/2c94211a9a4a2a77019b693f81176fa5_CLONE/LIVING_ROOM/image_picker_967D7C4A-298B-458A-97E1-2368343A286A-50247-0000381773977278_1766997732616.jpg,TP. Hà Nội,Q. Bắc Từ Liêm,Hướng mặt tiền: Bắc - 3.6m; Số tầng: 5; Diện tích: 32 m²,,1768461760
https://onehousing.vn/bds/Nha-mat-ngo-cach-Dam-Quang-Trung-100m--P--Long-Bien--Q--Long-Bien--TP--Ha-Noi.ELVLPW,"Nhà mặt ngõ cách Đàm Quang Trung 100m, P. Long Biên, Q. Long Biên, TP. Hà Nội",ELVLPW,9.9 tỷ,330 triệu/m²,"Độ rộng ngõ
4m - 6m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/d6123cc6-3a6e-40ec-9890-8a11e8176d13/2c94211a9a4a2a77019b4a2ebcc56410_CLONE/LOCAL_STREET/image_picker_45020C2E-AB50-46C2-ABE7-A65F16B3DDC1-99274-00001B04A83E0B64_1766476987926.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Tây Nam - 5.33m; Số tầng: 4; Diện tích: 30 m²,,1768461762
https://onehousing.vn/bds/Nha-mat-pho-Bach-Mai--P--Bach-Mai--Q--Hai-Ba-Trung--TP--Ha-Noi.0HYHRN,"Nhà mặt phố Bạch Mai, P. Bạch Mai, Q. Hai Bà Trưng, TP. Hà Nội",0HYHRN,18.3 tỷ,349 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/404e4113-84af-4234-822a-63953d830694/2c9427839a4a2959019bb029f200024f_CLONE/LIVING_ROOM/scaled_1000025505_1768188459193.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Bắc - 30m; Số tầng: 1; Diện tích: 52.4 m²,,1768461766
https://onehousing.vn/bds/Nha-mat-ngo-cach-Giai-Phong-15m--P--Dong-Tam--Q--Hai-Ba-Trung--TP--Ha-Noi.P99G6L,"Nhà mặt ngõ cách Giải Phóng 15m, P. Đồng Tâm, Q. Hai Bà Trưng, TP. Hà Nội",P99G6L,16.5 tỷ,460 triệu/m²,"Độ rộng ngõ
3.5m - 4.5m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/06fbf49f-9089-4e13-8b24-3ce9c53f7df6/2c9427839a4a2959019b6938baa76bec_CLONE/LIVING_ROOM/scaled_1000011583_1766997408078.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Đông Nam - 4.7m; Số tầng: 5; Diện tích: 35.9 m²,,1768461767
https://onehousing.vn/bds/Nha-mat-ngo-cach-Xuan-Khoi-100m--P--Cu-Khoi--Q--Long-Bien--TP--Ha-Noi.ZOKKZI,"Nhà mặt ngõ cách Xuân Khôi 100m, P. Cự Khối, Q. Long Biên, TP. Hà Nội",ZOKKZI,4.5 tỷ,75 triệu/m²,"Độ rộng ngõ
4m - 6m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/49cb9880-b736-49e5-a6e1-66eb1c94c426/2c9427839a4a2959019b4a0aa89060d6_CLONE/LOCAL_STREET/scaled_1000074438_1766476622084.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Nam - 4m; Số tầng: 1; Diện tích: 60 m²,,1768461771
https://onehousing.vn/bds/Nha-mat-ngo-cach-Khuong-Trung-30m--P--Khuong-Trung--Q--Thanh-Xuan--TP--Ha-Noi.H1JNFJ,"Nhà mặt ngõ cách Khương Trung 30m, P. Khương Trung, Q. Thanh Xuân, TP. Hà Nội",H1JNFJ,15 tỷ,285 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/c3799619-20ee-4fa3-8e3c-ddc8ea98e363/2c94211a9a4a2a77019bad44580f04c9_CLONE/LIVING_ROOM/image_picker_EAD1F55C-049D-4216-B158-28BD9585A78A-59388-0000585AAEC81763_1768139116033.jpg,TP. Hà Nội,Q. Thanh Xuân,Hướng mặt tiền: Đông Nam - 4.07m; Số tầng: 4; Diện tích: 52.6 m²,,1768461773
https://onehousing.vn/bds/Nha-mat-ngo-cach-Ngo-Gia-Tu-200m--P--Viet-Hung--Q--Long-Bien--TP--Ha-Noi.40SLR3,"Nhà mặt ngõ cách Ngô Gia Tự 200m, P. Việt Hưng, Q. Long Biên, TP. Hà Nội",40SLR3,17.8 tỷ,178 triệu/m²,"Độ rộng ngõ
4m - 6m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/e8e5d351-1a52-4d0a-8d77-fdd564ff2743/2c94211a9a4a2a77019b604a15666dd9_CLONE/LOCAL_STREET/image_picker_526D3C3D-8B60-4F91-8CA3-C08382F05214-74235-0000229DAF09118D_1766848203242.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Đông Nam - 5.1m; Số tầng: 2; Diện tích: 100 m²,,1768461775
https://onehousing.vn/bds/Nha-mat-ngo-cach-Duong-Linh-Nam-100m--P--Linh-Nam--Q--Hoang-Mai--TP--Ha-Noi.AJ83C1,"Nhà mặt ngõ cách Đường Lĩnh Nam 100m, P. Lĩnh Nam, Q. Hoàng Mai, TP. Hà Nội",AJ83C1,15 tỷ,302 triệu/m²,"Độ rộng ngõ
5m - 6m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/1dbdb350-30c9-4d2f-b111-18d7045eb9ac/2c94211a9a4a2a77019b49b69d3f636a_CLONE/LIVING_ROOM/image_picker_146FC50D-A61D-4C98-8BEA-D90DD4B9024B-32601-0000345F89F5EAAD_1766474778527.jpg,TP. Hà Nội,Q. Hoàng Mai,Hướng mặt tiền: Đông - 4.37m; Số tầng: 6; Diện tích: 49.7 m²,,1768461777
https://onehousing.vn/bds/Nha-mat-ngo-cach-Phu-Do-100m--P--Phu-Do--Q--Nam-Tu-Liem--TP--Ha-Noi.I1A40E,"Nhà mặt ngõ cách Phú Đô 100m, P. Phú Đô, Q. Nam Từ Liêm, TP. Hà Nội",I1A40E,9.1 tỷ,283 triệu/m²,"Độ rộng ngõ
3m - 5m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/9d857dbc-fe8d-456c-91c4-f708f79dde87/2c94211a9a4a2a77019bafe6f4a50526_CLONE/LOCAL_STREET/image_picker_E0889F69-3C2A-4114-9F25-8828095DD460-1778-0000019CA56773BF_1768184156622.jpg,TP. Hà Nội,Q. Nam Từ Liêm,Hướng mặt tiền: Đông - 4.1m; Số tầng: 5; Diện tích: 32.2 m²,,1768461778
https://onehousing.vn/bds/Nha-mat-pho-Yen-Lac--P--Vinh-Tuy--Q--Hai-Ba-Trung--TP--Ha-Noi.ECYGBG,"Nhà mặt phố Yên Lạc, P. Vĩnh Tuy, Q. Hai Bà Trưng, TP. Hà Nội",ECYGBG,35.5 tỷ,517 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/2d94c5bf-0d96-4823-ae61-4467b31227f8/2c94211a9a4a2a77019b8e71407f785f_CLONE/LOCAL_STREET/image_picker_00CE739E-39FE-4B10-87A9-F206AD06C423-16374-00000B9D967A21F4_1767621877938.jpg,TP. Hà Nội,Q. Hai Bà Trưng,Hướng mặt tiền: Đông Nam - 3.91m; Số tầng: 2; Diện tích: 68.7 m²,,1768461778
https://onehousing.vn/bds/Nha-mat-ngo-cach-Pho-Tram-100m--P--Long-Bien--Q--Long-Bien--TP--Ha-Noi.GNMETY,"Nhà mặt ngõ cách Phố Trạm 100m, P. Long Biên, Q. Long Biên, TP. Hà Nội",GNMETY,11.3 tỷ,283 triệu/m²,"Độ rộng ngõ
3.2m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/6eca1df4-0b9a-45fa-a9fc-b639df3e6c10/2c94211a9a4a2a77019b4993f7fc6350_CLONE/LIVING_ROOM/image_picker_6E339773-58F7-4FCE-9CFA-ADA3745A9A4E-6266-000001A54DD8CDA5_1766466939375.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Bắc - 5m; Số tầng: 5; Diện tích: 40 m²,,1768461782
https://onehousing.vn/bds/Nha-mat-ngo-cach-Khuong-Trung-50m--P--Khuong-Trung--Q--Thanh-Xuan--TP--Ha-Noi.DOPJUZ,"Nhà mặt ngõ cách Khương Trung 50m, P. Khương Trung, Q. Thanh Xuân, TP. Hà Nội",DOPJUZ,22.9 tỷ,321 triệu/m²,"Độ rộng ngõ
2m - 3m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/d03c0f71-ce92-418c-87a8-ffa9fe996655/2c94211a9a4a2a77019b69349a656fa4_CLONE/LIVING_ROOM/image_picker_3290D586-62DB-41A4-9E95-6B3DB4E35885-39601-0000065FBF587B33_1766997299746.jpg,TP. Hà Nội,Q. Thanh Xuân,Hướng mặt tiền: Nam - 3.9m; Số tầng: 8; Diện tích: 71.4 m²,,1768461782
https://onehousing.vn/bds/Nha-mat-ngo-cach-My-Dinh-80m--P--My-Dinh-1--Q--Nam-Tu-Liem--TP--Ha-Noi.HA11OD,"Nhà mặt ngõ cách Mỹ Đình 80m, P. Mỹ Đình 1, Q. Nam Từ Liêm, TP. Hà Nội",HA11OD,13.2 tỷ,224 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/34ca3d6a-6503-45fc-9472-b3e53597dd01/2c9427839a4a2959019bafd63d4201bd_CLONE/LIVING_ROOM/scaled_1000044031_1768182323658.png,TP. Hà Nội,Q. Nam Từ Liêm,Hướng mặt tiền: Tây Bắc - 3.91m; Số tầng: 4; Diện tích: 59 m²,,1768461786
https://onehousing.vn/bds/Nha-mat-ngo-cach-Xuan-Khoi-80m--P--Thach-Ban--Q--Long-Bien--TP--Ha-Noi.DATHIH,"Nhà mặt ngõ cách Xuân Khôi 80m, P. Thạch Bàn, Q. Long Biên, TP. Hà Nội",DATHIH,9.7 tỷ,87 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/ff748911-39be-498e-822a-1e34caea606e/2c94211a9a4a2a77019b49b239306366_CLONE/LIVING_ROOM/scaled_1000074332_1766468820916.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Tây Bắc - 7.3m; Số tầng: 3; Diện tích: 111.9 m²,,1768461788
https://onehousing.vn/bds/Nha-mat-ngo-cach-Phuc-Loi-150m--P--Phuc-Loi--Q--Long-Bien--TP--Ha-Noi.W7JE3H,"Nhà mặt ngõ cách Phúc Lợi 150m, P. Phúc Lợi, Q. Long Biên, TP. Hà Nội",W7JE3H,6.35 tỷ,212 triệu/m²,"Độ rộng ngõ
3m - 3.5m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/17a6b419-adb5-4642-a004-136b73328de9/2c94211a9a4a2a77019b4f79ae8b6703_CLONE/LIVING_ROOM/image_picker_1FECBAE5-25F3-4822-94C9-EE094D22058A-13557-0000056A4945E105_1766990688981.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Nam - 4.51m; Số tầng: 5; Diện tích: 30 m²,,1768461790
https://onehousing.vn/bds/Nha-mat-ngo-cach-Phu-Do-100m--P--Phu-Do--Q--Nam-Tu-Liem--TP--Ha-Noi.M2JCSY,"Nhà mặt ngõ cách Phú Đô 100m, P. Phú Đô, Q. Nam Từ Liêm, TP. Hà Nội",M2JCSY,25 tỷ,258 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/2170355e-bd20-4883-a267-f9d6b29520a3/2c94211a9a4a2a77019bade3020404d1_CLONE/LOCAL_STREET/scaled_1000113118_1768149798305.jpg,TP. Hà Nội,Q. Nam Từ Liêm,Hướng mặt tiền: Tây - 5m; Số tầng: 7; Diện tích: 97 m²,,1768461793
https://onehousing.vn/bds/Nha-mat-ngo-cach-Ngoc-Lam-30m--P--Ngoc-Lam--Q--Long-Bien--TP--Ha-Noi.JNDM5V,"Nhà mặt ngõ cách Ngọc Lâm 30m, P. Ngọc Lâm, Q. Long Biên, TP. Hà Nội",JNDM5V,9.2 tỷ,285 triệu/m²,"Độ rộng ngõ
3m - 4m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/71fa65d0-53e5-4c25-87fc-526e0320a73d/2c94211a9a4a2a77019b49947d636351_CLONE/LIVING_ROOM/image_picker_1E2BB680-6948-4614-ADE2-95FDD7579ABA-1401-0000007D0748BA77_1766470084462.jpg,TP. Hà Nội,Q. Long Biên,Hướng mặt tiền: Tây - 6.4m; Số tầng: 6; Diện tích: 32.3 m²,,1768461794
https://onehousing.vn/bds/Dat-nen-cach-Le-Quang-Dao-100m--P--Me-Tri--Q--Nam-Tu-Liem--TP--Ha-Noi.PAVBAJ,"Đất nền cách Lê Quang Đạo 100m, P. Mễ Trì, Q. Nam Từ Liêm, TP. Hà Nội",PAVBAJ,22.2 tỷ,181 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/e0948fe5-8382-48ef-9909-bb6daee43b4f/2c9427839a4a2959019ba736bf7100d1_CLONE/LOCAL_STREET/scaled_1000113110_1768145293190.jpg,TP. Hà Nội,Q. Nam Từ Liêm,Hướng mặt tiền: Nam - 5.6m; Diện tích: 122.9 m²,,1768461798
https://onehousing.vn/bds/Nha-mat-ngo-cach-Tuyen-So-1-50m--TT--Tram-Troi--H--Hoai-Duc--TP--Ha-Noi.1FNC0O,"Nhà mặt ngõ cách Tuyến Số 1 50m, TT. Trạm Trôi, H. Hoài Đức, TP. Hà Nội",1FNC0O,8.6 tỷ,214 triệu/m²,"Độ rộng ngõ
3.1m - 3.9m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/9505f21f-5bcb-47e6-a38a-0c2a770c769f/2c9424e69b5e2865019b5e442bf8003a_CLONE/LIVING_ROOM/image_picker_14D0688C-C93F-4995-878F-E40F4B8DA788-59823-0000171DB3C59F88_1766815372321.jpg,TP. Hà Nội,H. Hoài Đức,Hướng mặt tiền: Đông Nam - 3.4m; Số tầng: 5; Diện tích: 40.1 m²,,1768461798
https://onehousing.vn/bds/Nha-mat-pho-Vu-Tong-Phan--P--Khuong-Dinh--Q--Thanh-Xuan--TP--Ha-Noi.GBKK7H,"Nhà mặt phố Vũ Tông Phan, P. Khương Đình, Q. Thanh Xuân, TP. Hà Nội",GBKK7H,130 tỷ,728 triệu/m²,,https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/f80a9b1c-cc2b-4c51-bd7b-ce35400627c2/2c9427839a4a2959019b8e770c72758e_CLONE/LOCAL_STREET/scaled_1000015132_1767622320391.jpg,TP. Hà Nội,Q. Thanh Xuân,Hướng mặt tiền: Tây - 10m; Số tầng: 8; Số tầng hầm: 1; Diện tích: 178.5 m²,,1768461800
https://onehousing.vn/bds/Nha-mat-pho-Xa-Dan--P--Nam-Dong--Q--Dong-Da--TP--Ha-Noi.TTV3IH,"Nhà mặt phố Xã Đàn, P. Nam Đồng, Q. Đống Đa, TP. Hà Nội",TTV3IH,30 tỷ,579 triệu/m²,"Độ rộng ngõ
6m - 10m",https://rs.onehousing.vn/fast/320x0/filters:quality(95):format(webp)/cdn1.onehousing.vn/media/RESIDENTIAL/6b082ecb-58d8-47b3-998a-259b7b39856c/2c9427839a4a2959019b49f665c160d2_CLONE/LIVING_ROOM/image_picker_4E319D0D-9C4B-4E6D-B920-8E95CBC7CF2A-56007-0000278A9342AF6A_1766473127071.jpg,TP. Hà Nội,Q. Đống Đa,Hướng mặt tiền: Đông Bắc - 4.4m; Số tầng: 4; Diện tích: 51.8 m²,,1768461801
